,Date,High,Low,Open,Close,Volume,Adj Close
0,17/06/2021,30400,30400,30400,30400,89,29500
1,18/06/2021,30400,30400,30400,30400,-,29500
2,21/06/2021,30400,30400,30400,30400,-,29500
3,22/06/2021,30400,30400,30400,30400,-,29500
4,23/06/2021,27000,27000,27000,27000,100,26200
5,24/06/2021,27000,27000,27000,27000,-,26200
6,25/06/2021,27000,27000,27000,27000,-,26200
7,28/06/2021,27000,27000,27000,27000,-,26200
8,29/06/2021,27000,27000,27000,27000,-,26200
9,30/06/2021,27000,27000,27000,27000,-,26200
10,01/07/2021,27000,27000,27000,27000,-,26200
11,02/07/2021,27000,27000,27000,27000,-,26200
12,05/07/2021,27000,27000,27000,27000,-,26200
13,06/07/2021,27000,27000,27000,27000,-,26200
14,07/07/2021,27000,27000,27000,27000,-,26200
15,08/07/2021,27000,27000,27000,27000,-,26200
16,09/07/2021,28000,28000,28000,28000,100,27200
17,12/07/2021,28000,28000,28000,28000,-,27200
18,13/07/2021,28000,28000,28000,28000,-,27200
19,14/07/2021,23800,23800,23800,23800,100,23100
20,15/07/2021,23800,23800,23800,23800,-,23100
21,16/07/2021,23800,23800,23800,23800,-,23100
22,19/07/2021,23800,23800,23800,23800,-,23100
23,20/07/2021,23800,23800,23800,23800,-,23100
24,21/07/2021,21300,21300,21300,21300,100,20700
25,22/07/2021,21300,21300,21300,21300,-,20700
26,23/07/2021,21300,21300,21300,21300,-,20700
27,26/07/2021,21300,21300,21300,21300,-,20700
28,27/07/2021,21300,21300,21300,21300,-,20700
29,28/07/2021,21300,21300,21300,21300,-,20700
30,29/07/2021,21300,21300,21300,21300,-,20700
31,30/07/2021,21300,21300,21300,21300,-,20700
32,02/08/2021,21300,21300,21300,21300,-,20700
33,03/08/2021,21300,21300,21300,21300,-,20700
34,04/08/2021,21300,21300,21300,21300,-,20700
35,05/08/2021,21300,21300,21300,21300,-,20700
36,06/08/2021,21300,21300,21300,21300,-,20700
37,09/08/2021,21300,21300,21300,21300,-,20700
38,10/08/2021,21300,21300,21300,21300,-,20700
39,11/08/2021,21300,21300,21300,21300,-,20700
40,12/08/2021,21300,21300,21300,21300,-,20700
41,13/08/2021,21300,21300,21300,21300,-,20700
42,16/08/2021,24400,24400,24400,24400,200,23700
43,17/08/2021,24400,24400,24400,24400,-,23700
44,18/08/2021,24400,24400,24400,24400,-,23700
45,19/08/2021,24400,24400,24400,24400,-,23700
46,20/08/2021,24400,24400,24400,24400,-,23700
47,23/08/2021,24400,24400,24400,24400,-,23700
48,24/08/2021,24400,24400,24400,24400,-,23700
49,25/08/2021,24400,24400,24400,24400,-,23700
50,26/08/2021,24400,24400,24400,24400,-,23700
51,27/08/2021,24400,24400,24400,24400,-,23700
52,30/08/2021,24400,24400,24400,24400,-,23700
53,31/08/2021,24400,24400,24400,24400,-,23700
54,01/09/2021,24400,24400,24400,24400,-,23700
55,06/09/2021,24400,24400,24400,24400,-,23700
56,07/09/2021,24400,24400,24400,24400,-,23700
57,08/09/2021,20800,20800,20800,20800,100,20200
58,09/09/2021,20800,20800,20800,20800,-,20200
59,10/09/2021,20800,20800,20800,20800,-,20200
60,13/09/2021,20800,20800,20800,20800,-,20200
61,14/09/2021,20800,20800,20800,20800,-,20200
62,15/09/2021,20800,20800,20800,20800,-,20200
63,16/09/2021,20800,20800,20800,20800,-,20200
64,17/09/2021,20800,20800,20800,20800,-,20200
65,20/09/2021,20800,20800,20800,20800,-,20200
66,21/09/2021,20800,20800,20800,20800,-,20200
67,22/09/2021,20800,20800,20800,20800,-,20200
68,23/09/2021,20800,20800,20800,20800,-,20200
69,24/09/2021,20800,20800,20800,20800,-,20200
70,27/09/2021,20800,20800,20800,20800,-,20200
71,28/09/2021,20800,20800,20800,20800,-,20200
72,29/09/2021,20800,20800,20800,20800,-,20200
73,30/09/2021,20800,20800,20800,20800,-,20200
74,01/10/2021,20800,20800,20800,20800,-,20200
75,04/10/2021,23900,23900,23900,23900,100,23200
76,05/10/2021,23900,23900,23900,23900,-,23200
77,06/10/2021,23900,23900,23900,23900,-,23200
78,07/10/2021,27400,27400,27400,27400,3700,26600
79,08/10/2021,27400,27400,27400,27400,-,26600
80,11/10/2021,27400,27400,27400,27400,-,26600
81,12/10/2021,27400,27400,27400,27400,-,26600
82,13/10/2021,27400,27400,27400,27400,-,26600
83,14/10/2021,27400,27400,27400,27400,-,26600
84,15/10/2021,27400,27400,27400,27400,-,26600
85,18/10/2021,31500,31500,31500,31500,100,30600
86,19/10/2021,31600,31600,31600,31600,150,30700
87,20/10/2021,31600,31600,31600,31600,-,30700
88,21/10/2021,31600,31600,31600,31600,-,30700
89,22/10/2021,31600,31600,31600,31600,-,30700
90,25/10/2021,31600,31600,31600,31600,-,30700
91,26/10/2021,31600,31600,31600,31600,-,30700
92,27/10/2021,31600,31600,31600,31600,-,30700
93,28/10/2021,27000,27000,27000,27000,100,26200
94,29/10/2021,27100,27100,27100,27100,100,26300
95,01/11/2021,31100,31100,31100,31100,300,30200
96,02/11/2021,31100,31100,31100,31100,-,30200
97,03/11/2021,31100,31100,31100,31100,-,30200
98,04/11/2021,31100,31100,31100,31100,-,30200
99,05/11/2021,26500,26500,26500,26500,100,25700
100,08/11/2021,30400,30400,30400,30400,139,29500
101,09/11/2021,30400,30400,30400,30400,-,29500
102,10/11/2021,33300,33300,33300,33300,200,32300
103,11/11/2021,33300,33300,33300,33300,-,32300
104,12/11/2021,33300,33300,33300,33300,600,32300
105,15/11/2021,33300,33300,33300,33300,-,32300
106,16/11/2021,33300,33300,33300,33300,-,32300
107,17/11/2021,32300,32300,32300,32300,-,32300
108,18/11/2021,32300,32300,32300,32300,-,32300
109,19/11/2021,33300,33300,33300,33300,100,33300
110,22/11/2021,33300,33300,33300,33300,1,33300
111,23/11/2021,30500,30500,30500,30500,300,30500
112,24/11/2021,30500,30500,30500,30500,-,30500
113,25/11/2021,30500,30500,30500,30500,300,30500
114,26/11/2021,30500,30500,30500,30500,-,30500
115,29/11/2021,30500,30500,30500,30500,1,30500
116,30/11/2021,30500,30500,30500,30500,-,30500
117,01/12/2021,30500,30500,30500,30500,-,30500
118,02/12/2021,30500,30500,30500,30500,300,30500
119,03/12/2021,30500,30500,30500,30500,-,30500
120,06/12/2021,30500,30500,30500,30500,-,30500
121,07/12/2021,30500,30500,30500,30500,300,30500
122,08/12/2021,30500,30500,30500,30500,-,30500
123,09/12/2021,30500,30500,30500,30500,-,30500
124,10/12/2021,26000,26000,26000,26000,100,26000
125,13/12/2021,26000,26000,26000,26000,-,26000
126,14/12/2021,26000,26000,26000,26000,-,26000
127,15/12/2021,24100,24100,24100,24100,100,24100
128,16/12/2021,24100,24100,24100,24100,-,24100
129,17/12/2021,24100,24100,24100,24100,-,24100
130,20/12/2021,24100,24100,24100,24100,-,24100
131,21/12/2021,24100,24100,24100,24100,-,24100
132,22/12/2021,24100,24100,24100,24100,-,24100
133,23/12/2021,21100,21100,21100,21100,100,21100
134,24/12/2021,21100,21100,21100,21100,-,21100
135,27/12/2021,21100,21100,21100,21100,-,21100
136,28/12/2021,21100,21100,21100,21100,-,21100
137,29/12/2021,21100,21100,21100,21100,-,21100
138,30/12/2021,21100,21100,21100,21100,-,21100
139,31/12/2021,21100,21100,21100,21100,-,21100
140,04/01/2022,21100,21100,21100,21100,-,21100
141,05/01/2022,24200,24200,24200,24200,238,24200
142,06/01/2022,27800,27800,27800,27800,100,27800
143,07/01/2022,24100,24100,24100,24100,100,24100
144,10/01/2022,24100,24100,24100,24100,-,24100
145,11/01/2022,24100,24100,24100,24100,37,24100
146,12/01/2022,24100,24100,24100,24100,-,24100
147,13/01/2022,24100,24100,24100,24100,-,24100
148,14/01/2022,24100,24100,24100,24100,3,24100
149,17/01/2022,24100,24100,24100,24100,-,24100
150,18/01/2022,24100,24100,24100,24100,-,24100
151,19/01/2022,24100,24100,24100,24100,-,24100
152,20/01/2022,24100,24100,24100,24100,-,24100
153,21/01/2022,24100,24100,24100,24100,-,24100
154,24/01/2022,20600,20600,20600,20600,100,20600
155,25/01/2022,20600,20600,20600,20600,-,20600
156,26/01/2022,20600,20600,20600,20600,-,20600
157,27/01/2022,20600,20600,20600,20600,-,20600
158,28/01/2022,20600,20600,20600,20600,-,20600
159,07/02/2022,20600,20600,20600,20600,-,20600
160,08/02/2022,20600,20600,20600,20600,-,20600
161,09/02/2022,20600,20600,20600,20600,-,20600
162,10/02/2022,20600,20600,20600,20600,-,20600
163,11/02/2022,20600,20600,20600,20600,-,20600
164,14/02/2022,20600,20600,20600,20600,-,20600
165,15/02/2022,20600,20600,20600,20600,-,20600
166,16/02/2022,20600,20600,20600,20600,-,20600
167,17/02/2022,23600,23600,23600,23600,100,23600
168,18/02/2022,27100,27100,27100,27100,100,27100
169,21/02/2022,27100,27100,27100,27100,-,27100
170,22/02/2022,31100,31100,31100,31100,100,31100
171,23/02/2022,35700,35700,35700,35700,100,35700
172,24/02/2022,30400,30400,30400,30400,200,30400
173,25/02/2022,30400,30400,30400,30400,-,30400
174,28/02/2022,34900,34900,34900,34900,100,34900
175,01/03/2022,30000,30000,30000,30000,138,30000
176,02/03/2022,30000,30000,30000,30000,-,30000
177,03/03/2022,30200,30200,30200,30200,100,30200
178,04/03/2022,30200,30200,30200,30200,-,30200
179,07/03/2022,30200,30200,30200,30200,100,30200
180,08/03/2022,30200,30200,30200,30200,-,30200
181,09/03/2022,30200,30200,30200,30200,-,30200
182,10/03/2022,30200,30200,30200,30200,-,30200
183,11/03/2022,30300,30300,30300,30300,100,30300
184,14/03/2022,30300,30300,30300,30300,-,30300
185,15/03/2022,30300,30300,30300,30300,-,30300
186,16/03/2022,30300,30300,30300,30300,-,30300
187,17/03/2022,30300,30300,30300,30300,-,30300
188,18/03/2022,30300,30300,30300,30300,-,30300
189,21/03/2022,30300,30300,30300,30300,-,30300
190,22/03/2022,30300,30300,30300,30300,-,30300
191,23/03/2022,30300,30300,30300,30300,-,30300
192,24/03/2022,30300,30300,30300,30300,-,30300
193,25/03/2022,30300,30300,30300,30300,-,30300
194,28/03/2022,30300,30300,30300,30300,-,30300
195,29/03/2022,30300,30300,30300,30300,-,30300
196,30/03/2022,30300,30300,30300,30300,-,30300
197,31/03/2022,30300,30300,30300,30300,-,30300
198,01/04/2022,30300,30300,30300,30300,-,30300
199,04/04/2022,30300,30300,30300,30300,200,30300
200,05/04/2022,30300,30300,30300,30300,-,30300
201,06/04/2022,30300,30300,30300,30300,-,30300
202,07/04/2022,30300,30300,30300,30300,-,30300
203,08/04/2022,30300,30300,30300,30300,-,30300
204,12/04/2022,30300,30300,30300,30300,-,30300
205,13/04/2022,30300,30300,30300,30300,-,30300
206,14/04/2022,30300,30300,30300,30300,-,30300
207,15/04/2022,30300,30300,30300,30300,-,30300
208,18/04/2022,30300,30300,30300,30300,-,30300
209,19/04/2022,30300,30300,30300,30300,-,30300
210,20/04/2022,30300,30300,30300,30300,-,30300
211,21/04/2022,30300,30300,30300,30300,-,30300
212,22/04/2022,30300,30300,30300,30300,-,30300
213,25/04/2022,30300,30300,30300,30300,38,30300
214,26/04/2022,30300,30300,30300,30300,-,30300
215,27/04/2022,30300,30300,30300,30300,-,30300
216,28/04/2022,30300,30300,30300,30300,-,30300
217,29/04/2022,30300,30300,30300,30300,-,30300
218,04/05/2022,30300,30300,30300,30300,-,30300
219,05/05/2022,30300,30300,30300,30300,-,30300
220,06/05/2022,30300,30300,30300,30300,-,30300
221,09/05/2022,30300,30300,30300,30300,-,30300
222,10/05/2022,30300,30300,30300,30300,-,30300
223,11/05/2022,30300,30300,30300,30300,-,30300
224,12/05/2022,30300,30300,30300,30300,-,30300
225,13/05/2022,30300,30300,30300,30300,-,30300
226,16/05/2022,30300,30300,30300,30300,-,30300
227,17/05/2022,30300,30300,30300,30300,-,30300
228,18/05/2022,30300,30300,30300,30300,-,30300
229,19/05/2022,30300,30300,30300,30300,-,30300
230,20/05/2022,30300,30300,30300,30300,-,30300
231,23/05/2022,30300,30300,30300,30300,-,30300
232,24/05/2022,30300,30300,30300,30300,-,30300
233,25/05/2022,30300,30300,30300,30300,-,30300
234,26/05/2022,30300,30300,30300,30300,-,30300
235,27/05/2022,30300,30300,30300,30300,-,30300
236,30/05/2022,30300,30300,30300,30300,-,30300
237,31/05/2022,30300,30300,30300,30300,-,30300
238,01/06/2022,30300,30300,30300,30300,-,30300
239,02/06/2022,30300,30300,30300,30300,-,30300
240,03/06/2022,30300,30300,30300,30300,-,30300
241,06/06/2022,30300,30300,30300,30300,-,30300
242,07/06/2022,30300,30300,30300,30300,-,30300
243,08/06/2022,30300,30300,30300,30300,-,30300
244,09/06/2022,30300,30300,30300,30300,-,30300
245,10/06/2022,30300,30300,30300,30300,-,30300
246,13/06/2022,30300,30300,30300,30300,-,30300
247,14/06/2022,30300,30300,30300,30300,-,30300
248,15/06/2022,30300,30300,30300,30300,-,30300
249,16/06/2022,30300,30300,30300,30300,-,30300
250,17/06/2022,30300,30300,30300,30300,-,30300
